Date,State,District,Pincode,Demo_age_5_17,Demo_age_17+
01-03-2025,Gujarat,Banaskantha,385421,118,519
01-03-2025,Bihar,Samastipur,848125,98,1216
01-03-2025,Bihar,Katihar,854104,362,2509
01-03-2025,Andhra Pradesh,Vizianagaram,535215,26,347
01-03-2025,Jharkhand,Godda,814147,57,1570
01-03-2025,Rajasthan,Sikar,332715,57,516
01-03-2025,Rajasthan,Pali,306421,27,860
01-03-2025,Gujarat,Junagadh,362150,13,191
01-03-2025,Uttar Pradesh,Faizabad,225407,67,1416
01-03-2025,West Bengal,Nadia,741126,103,1758
01-03-2025,Odisha,Sundergarh,770048,38,301
01-03-2025,Karnataka,Tumakuru,572201,88,332
01-03-2025,Tamil Nadu,Chennai,600005,52,819
01-03-2025,Andhra Pradesh,Cuddapah,516421,24,178
01-03-2025,Uttar Pradesh,Gorakhpur,273211,61,836
01-03-2025,Maharashtra,Gondiya,441916,32,648
01-03-2025,Andhra Pradesh,Kurnool,518313,83,986
01-03-2025,West Bengal,Paschim Medinipur,721148,13,281
01-03-2025,Odisha,Ganjam,761007,52,295
01-03-2025,Andhra Pradesh,Visakhapatnam,531075,11,257
01-03-2025,Uttar Pradesh,Ghazipur,233226,134,1591
01-03-2025,Tamil Nadu,Tiruvallur,600052,86,1106
01-03-2025,Gujarat,Patan,385360,117,719
01-03-2025,Jharkhand,Ranchi,834002,95,1038
01-03-2025,Rajasthan,Nagaur,341519,41,586
01-03-2025,Punjab,Jalandhar,144702,14,344
01-03-2025,Tamil Nadu,Karur,639105,19,255
01-03-2025,Uttar Pradesh,Bulandshahr,203397,11,124
01-03-2025,Bihar,Rohtas,821308,32,222
01-03-2025,Karnataka,Bellary,583222,46,170
01-03-2025,Tamil Nadu,Ramanathapuram,623135,30,231
01-03-2025,Kerala,Ernakulam,682001,33,286
01-03-2025,Karnataka,Bangalore,560026,31,346
01-03-2025,Karnataka,Ballari,583216,21,30
01-03-2025,Tamil Nadu,Kancheepuram,600088,47,430
01-03-2025,Maharashtra,Solapur,413322,14,583
01-03-2025,Jharkhand,Simdega,835235,18,364
01-03-2025,Telangana,Mulugu,506172,24,281
01-03-2025,Tamil Nadu,Coimbatore,641022,23,239
01-03-2025,Rajasthan,Ganganagar,335027,25,545
01-03-2025,Rajasthan,Jodhpur,342013,25,202
01-03-2025,Karnataka,Tumkur,572119,36,81
01-03-2025,Telangana,Siddipet,502279,43,132
01-03-2025,Gujarat,Banaskantha,385120,149,726
01-03-2025,Tripura,Dhalai,799275,47,504
01-03-2025,Madhya Pradesh,Bhind,477449,26,203
01-03-2025,Karnataka,Bijapur,586205,39,173
01-03-2025,Maharashtra,Yavatmal,445303,36,506
01-03-2025,Gujarat,Patan,384220,20,192
01-03-2025,Gujarat,Mahisagar,388265,17,120
01-03-2025,Odisha,Nayagarh,752081,48,295
01-03-2025,Madhya Pradesh,Gwalior,475002,42,430
01-03-2025,Madhya Pradesh,Narsinghpur,487114,39,315
01-03-2025,Madhya Pradesh,Ujjain,456440,41,360
01-03-2025,Rajasthan,Nagaur,341533,16,236
01-03-2025,Tamil Nadu,Kanyakumari,629161,52,243
01-03-2025,Gujarat,Amreli,364530,12,130
01-03-2025,Madhya Pradesh,Vidisha,464220,30,173
01-03-2025,Assam,Nalbari,781369,108,655
01-03-2025,West Bengal,Purba Medinipur,721154,24,217
01-03-2025,Karnataka,Vijayapura,586208,53,127
01-03-2025,Andhra Pradesh,Vizianagaram,535005,12,211
01-03-2025,Andhra Pradesh,Eluru,521201,11,192
01-03-2025,Karnataka,Dakshina Kannada,574199,48,190
01-03-2025,Andhra Pradesh,Warangal,506303,15,101
01-03-2025,Maharashtra,Nashik,422305,13,227
01-03-2025,Karnataka,Shivamogga,577425,11,30
01-03-2025,Assam,Jorhat,785683,11,105
01-03-2025,Assam,Cachar,788009,14,282
01-03-2025,Odisha,Jajapur,754205,12,60
01-03-2025,Kerala,Thrissur,680305,11,72
01-03-2025,Karnataka,Kodagu,571247,20,57
01-03-2025,West Bengal,North 24 Parganas,700105,20,176
01-03-2025,Andhra Pradesh,Prakasam,523135,11,147
01-03-2025,Gujarat,Valsad,396140,40,69
01-03-2025,Andhra Pradesh,Ananthapuramu,515571,11,26
01-03-2025,Chhattisgarh,Dantewada,494441,19,51
01-03-2025,Telangana,Adilabad,504323,21,130
01-03-2025,Tamil Nadu,Tenkasi,627758,18,94
01-03-2025,Karnataka,Hassan,573144,23,53
01-03-2025,Bihar,Patna,804423,16,97
01-03-2025,Karnataka,Belgaum,591118,27,56
01-03-2025,Karnataka,Ramanagar,562138,56,454
01-03-2025,Jharkhand,Giridih,815316,95,3159
01-03-2025,Uttar Pradesh,Gautam Buddha Nagar,203135,108,934
01-03-2025,Tamil Nadu,Kancheepuram,603202,42,700
01-03-2025,Jammu and Kashmir,Shupiyan,192303,417,1491
01-03-2025,Uttar Pradesh,Sitapur,261303,118,2599
01-03-2025,Maharashtra,Pune,410502,51,1448
01-03-2025,Telangana,Hyderabad,500053,381,1638
01-03-2025,Bihar,Jamui,811305,110,1240
01-03-2025,Madhya Pradesh,Jabalpur,483119,132,1228
01-03-2025,Tamil Nadu,Chennai,600006,16,128
01-03-2025,Assam,Tinsukia,786174,22,416
01-03-2025,Madhya Pradesh,Chhindwara,480338,13,89
01-03-2025,Bihar,Jamui,811313,61,579
01-03-2025,Bihar,Jehanabad,804422,80,572
01-03-2025,Bihar,Gaya,823003,301,2485
01-03-2025,Karnataka,Bengaluru,560072,92,438
01-03-2025,West Bengal,Darjeeling,734009,29,394
01-03-2025,West Bengal,South 24 Parganas,743355,93,1731
01-03-2025,Uttar Pradesh,Kannauj,209735,18,307
01-03-2025,Tamil Nadu,Tiruppur,641606,54,639
01-03-2025,Odisha,Jagatsinghapur,754119,34,229
01-03-2025,Maharashtra,Jalgaon,425310,30,685
01-03-2025,Tripura,Dhalai,799285,18,517
01-03-2025,Odisha,Nabarangapur,764077,37,465
01-03-2025,Telangana,Hyderabad,500034,136,608
01-03-2025,Uttar Pradesh,Basti,272128,50,515
01-03-2025,Tamil Nadu,Salem,636501,32,494
01-03-2025,Rajasthan,Chittorgarh,312023,274,2259
01-03-2025,Tripura,South Tripura,799141,62,683
01-03-2025,Jharkhand,Ranchi,835205,43,650
01-03-2025,Rajasthan,Bundi,323801,43,1051
01-03-2025,Maharashtra,Aurangabad,431003,28,179
01-03-2025,West Bengal,Howrah,711226,10,144
01-03-2025,Haryana,Bhiwani,127028,16,254
01-03-2025,Bihar,Darbhanga,847103,128,1525
01-03-2025,Chhattisgarh,Bilaspur,495442,35,895
01-03-2025,Tamil Nadu,Theni,625516,51,671
01-03-2025,Uttar Pradesh,Jhansi,284203,38,682
01-03-2025,Uttar Pradesh,Jalaun,285121,41,856
01-03-2025,Bihar,Purnia,854317,27,453
01-03-2025,Uttar Pradesh,Muzaffarnagar,247775,22,222
01-03-2025,Kerala,Palakkad,679302,10,54
01-03-2025,Karnataka,Davangere,577221,17,244
01-03-2025,West Bengal,Nadia,741247,21,479
01-03-2025,Uttar Pradesh,Sitapur,261206,61,883
01-03-2025,Rajasthan,Jaipur,303701,54,346
01-03-2025,Rajasthan,Churu,331301,22,700
01-03-2025,Tamil Nadu,Kancheepuram,601301,37,528
01-03-2025,Rajasthan,Sawai Madhopur,322033,55,252
01-03-2025,Rajasthan,Bharatpur,321406,19,414
01-03-2025,Gujarat,Rajkot,363641,44,721
01-03-2025,Gujarat,Jamnagar,361120,42,313
01-03-2025,Rajasthan,Nagaur,341024,116,1290
01-03-2025,West Bengal,Howrah,711303,118,1909
01-03-2025,Andhra Pradesh,Anantapur,515001,47,751
01-03-2025,Bihar,Samastipur,848504,191,1813
01-03-2025,Rajasthan,Hanumangarh,335512,74,1287
01-03-2025,Odisha,Puri,752105,30,301
01-03-2025,Gujarat,Ahmedabad,382110,147,1065
01-03-2025,Arunachal Pradesh,West Kameng,790001,13,44
01-03-2025,West Bengal,Jalpaiguri,736121,15,799
01-03-2025,Rajasthan,Jalor,343021,20,355
01-03-2025,Rajasthan,Jodhpur,342314,44,838
01-03-2025,Gujarat,Surendra Nagar,363530,37,499
01-03-2025,Karnataka,Belagavi,591248,78,119
01-03-2025,Bihar,Madhubani,847238,28,484
01-03-2025,West Bengal,Puruliya,723102,15,290
01-03-2025,Maharashtra,Mumbai Suburban,400097,156,1422
01-03-2025,Uttar Pradesh,Bahraich,271821,54,556
01-03-2025,Rajasthan,Ganganagar,335901,14,537
01-03-2025,Chhattisgarh,Balod,491228,118,839
01-03-2025,Haryana,Sonipat,131029,38,252
01-03-2025,Telangana,Nalgonda,508250,46,342
01-03-2025,Tamil Nadu,Nagapattinam,611001,21,379
01-03-2025,Maharashtra,Mumbai Suburban,400058,52,622
01-03-2025,Andhra Pradesh,Kurnool,518135,13,204
01-03-2025,Andhra Pradesh,Hyderabad,500001,13,178
01-03-2025,Himachal Pradesh,Solan,173212,25,168
01-03-2025,Tamil Nadu,Tirunelveli,627756,31,418
01-03-2025,Maharashtra,Ahmadnagar,414102,42,1044
01-03-2025,Bihar,Sheikhpura,811102,32,290
01-03-2025,Jammu and Kashmir,Pulwama,191103,23,130
01-03-2025,Gujarat,Ahmedabad,382265,69,243
01-03-2025,Uttar Pradesh,Varanasi,221311,109,913
01-03-2025,Gujarat,Jamnagar,361140,30,236
01-03-2025,Maharashtra,Ratnagiri,415620,14,199
01-03-2025,Uttar Pradesh,Amethi,229302,35,489
01-03-2025,Tamil Nadu,Karur,639003,12,182
01-03-2025,Karnataka,Gadag,582101,343,428
01-03-2025,Maharashtra,Yavatmal,445203,44,1125
01-03-2025,Telangana,Karimnagar,505327,24,177
01-03-2025,Andhra Pradesh,Chittoor,517291,10,145
01-03-2025,Telangana,Nalgonda,508246,57,85
01-03-2025,Karnataka,Dakshina Kannada,574231,71,292
01-03-2025,Bihar,Rohtas,802216,25,289
01-03-2025,Andhra Pradesh,Kurnool,518222,60,703
01-03-2025,Himachal Pradesh,Mandi,175038,15,89
01-03-2025,Telangana,Jagitial,505325,53,291
01-03-2025,Karnataka,Davangere,577224,32,163
01-03-2025,Punjab,Amritsar,143009,12,302
01-03-2025,Maharashtra,Ahmadnagar,414607,10,155
01-03-2025,West Bengal,Barddhaman,713519,13,366
01-03-2025,Punjab,Amritsar,143119,10,197
01-03-2025,West Bengal,Paschim Medinipur,721436,10,168
01-03-2025,Punjab,Jalandhar,144026,18,285
01-03-2025,Karnataka,Mysore,571121,10,104
01-03-2025,Telangana,Wanaparthy,509206,67,527
01-03-2025,Andhra Pradesh,West Godavari,534208,10,172
01-03-2025,Karnataka,Bidar,585226,46,232
01-03-2025,Maharashtra,Nagpur,441102,16,221
01-03-2025,Andhra Pradesh,Alluri Sitharama Raju,531040,14,454
01-03-2025,Manipur,Imphal West,795136,39,287
01-03-2025,Tamil Nadu,Thoothukkudi,628401,10,222
01-03-2025,Bihar,Sitamarhi,843301,26,417
01-03-2025,Karnataka,Bangalore Rural,560049,23,141
01-03-2025,Jharkhand,Khunti,835234,19,425
01-03-2025,Gujarat,Gandhinagar,382610,45,253
01-03-2025,Uttar Pradesh,Saharanpur,247670,10,105
01-03-2025,Tamil Nadu,Kanyakumari,629803,10,19
01-03-2025,Andhra Pradesh,Prakasam,523291,10,116
01-03-2025,Andhra Pradesh,Ananthapuramu,515405,14,32
01-03-2025,Telangana,Mahabubnagar,509215,72,81
01-03-2025,Uttar Pradesh,Kheri,261506,84,2151
01-03-2025,West Bengal,Puruliya,723101,108,1250
01-03-2025,Maharashtra,Chhatrapati Sambhajinagar,431001,45,504
01-03-2025,Uttar Pradesh,Rampur,243701,234,2454
01-03-2025,Punjab,Ludhiana,141007,169,2480
01-03-2025,Chhattisgarh,Janjgir-champa,495668,121,2935
01-03-2025,Karnataka,Kolar,563127,29,196
01-03-2025,West Bengal,Hooghly,712148,35,639
01-03-2025,Himachal Pradesh,Shimla,171011,23,126
01-03-2025,Delhi,Central Delhi,110055,109,1458
01-03-2025,Bihar,East Champaran,845315,86,631
01-03-2025,Bihar,Madhepura,852101,161,1675
01-03-2025,West Bengal,North 24 Parganas,700123,14,279
01-03-2025,Bihar,Katihar,854103,118,1624
01-03-2025,Karnataka,Chikkaballapur,561206,14,175
01-03-2025,Uttar Pradesh,Deoria,274205,59,758
01-03-2025,Rajasthan,Ajmer,305203,23,504
01-03-2025,Jharkhand,Giridih,825320,98,2931
01-03-2025,Rajasthan,Bharatpur,321411,68,1641
01-03-2025,Bihar,Patna,801112,36,460
01-03-2025,Telangana,Karimnagar,505174,24,130
01-03-2025,Maharashtra,Pune,412105,183,1967
01-03-2025,Odisha,Koraput,764039,42,432
01-03-2025,Maharashtra,Latur,413531,86,1757
01-03-2025,Uttar Pradesh,Shahjahanpur,242305,83,1029
01-03-2025,Gujarat,Banaskantha,385535,443,2467
01-03-2025,Karnataka,Dakshina Kannada,574238,24,209
01-03-2025,Madhya Pradesh,Chhatarpur,471501,70,803
01-03-2025,Karnataka,Bengaluru,560045,136,892
01-03-2025,Manipur,Senapati,795106,32,162
01-03-2025,Madhya Pradesh,Dhar,454111,101,1140
01-03-2025,Gujarat,Chhotaudepur,391155,26,69
01-03-2025,Maharashtra,Nagpur,440034,180,1450
01-03-2025,Karnataka,Kodagu,571234,50,285
01-03-2025,Uttar Pradesh,Bara Banki,225205,26,547
01-03-2025,Uttar Pradesh,Chandauli,232108,84,953
01-03-2025,Himachal Pradesh,Sirmaur,173025,82,718
01-03-2025,Uttar Pradesh,Bahraich,271845,15,194
01-03-2025,Maharashtra,Solapur,413208,23,713
01-03-2025,Rajasthan,Jodhpur,342801,49,1020
01-03-2025,Uttar Pradesh,Gautam Buddha Nagar,201310,177,1505
01-03-2025,Rajasthan,Bikaner,334803,340,2092
01-03-2025,Uttar Pradesh,Chandauli,232120,74,625
01-03-2025,Bihar,Patna,801113,69,516
01-03-2025,Karnataka,Belgaum,591232,65,116
01-03-2025,Madhya Pradesh,Dewas,455336,93,843
01-03-2025,Punjab,Jalandhar,144002,59,1046
01-03-2025,Manipur,Churachandpur,795117,46,150
01-03-2025,Assam,Golaghat,785612,73,613
01-03-2025,Uttar Pradesh,Kannauj,209723,57,586
01-03-2025,West Bengal,Howrah,711106,34,534
01-03-2025,Tamil Nadu,Salem,636102,21,160
01-03-2025,Tamil Nadu,Kancheepuram,600044,97,1103
01-03-2025,Gujarat,Surendra Nagar,382760,16,78
01-03-2025,Andhra Pradesh,Chittoor,517280,17,181
01-03-2025,Tamil Nadu,Tiruvallur,631302,14,255
01-03-2025,Telangana,Jayashankar Bhupalpally,506356,25,643
01-03-2025,Tamil Nadu,Virudhunagar,626101,81,753
01-03-2025,West Bengal,Nadia,741122,40,639
01-03-2025,Punjab,Jalandhar,144009,36,308
01-03-2025,West Bengal,North 24 Parganas,743445,39,738
01-03-2025,Uttar Pradesh,Mau,121705,67,477
01-03-2025,Andhra Pradesh,Visakhapatnam,530053,13,98
01-03-2025,Andhra Pradesh,Alluri Sitharama Raju,533288,54,214
01-03-2025,West Bengal,Cooch Behar,736121,23,324
01-03-2025,Uttar Pradesh,Ghaziabad,201003,76,610
01-03-2025,Telangana,Warangal,506244,40,338
01-03-2025,Gujarat,Valsad,396145,139,152
01-03-2025,Rajasthan,Dungarpur,314038,20,1842
01-03-2025,Rajasthan,Bundi,323602,43,851
01-03-2025,Karnataka,Mysuru,571130,12,110
01-03-2025,Rajasthan,Jodhpur,345021,37,735
01-03-2025,Telangana,Karimnagar,505452,39,138
01-03-2025,Uttar Pradesh,Lucknow,226026,29,388
01-03-2025,Rajasthan,Jaipur,302019,50,555
01-03-2025,Gujarat,Junagadh,362610,42,135
01-03-2025,Bihar,Bhagalpur,813203,138,977
01-03-2025,West Bengal,Purba Bardhaman,713146,48,275
01-03-2025,Andhra Pradesh,Visakhapatnam,531055,56,699
01-03-2025,Uttar Pradesh,Aligarh,202138,83,894
01-03-2025,Tamil Nadu,Chennai,600106,36,469
01-03-2025,Uttar Pradesh,Amethi,227806,23,378
01-03-2025,Uttar Pradesh,Mainpuri,205303,15,228
01-03-2025,Gujarat,Ahmedabad,382230,68,414
01-03-2025,Andhra Pradesh,Hyderabad,500012,21,157
01-03-2025,West Bengal,Kolkata,700094,11,362
01-03-2025,West Bengal,Barddhaman,713129,38,446
01-03-2025,Maharashtra,Nagpur,440022,20,395
01-03-2025,Tamil Nadu,Salem,636113,17,340
01-03-2025,Tamil Nadu,Cuddalore,607103,10,520
01-03-2025,Gujarat,Chhotaudepur,391160,98,299
01-03-2025,Gujarat,Sabarkantha,383355,22,123
01-03-2025,Karnataka,Kolar,563120,27,154
01-03-2025,Andhra Pradesh,Vizianagaram,535547,29,324
01-03-2025,Gujarat,Valsad,396150,82,149
01-03-2025,Karnataka,Chickmagalur,577126,17,95
01-03-2025,Maharashtra,Nagpur,440007,10,57
01-03-2025,Telangana,Sangareddy,502293,10,31
01-03-2025,Andhra Pradesh,Ananthapur,515561,23,48
01-03-2025,West Bengal,Hooghly,712235,10,458
01-03-2025,Odisha,Kalahandi,766031,20,208
01-03-2025,West Bengal,Murshidabad,742132,39,435
01-03-2025,Assam,Charaideo,785673,13,122
01-03-2025,Andhra Pradesh,Karimnagar,505122,14,154
01-03-2025,Gujarat,Porbandar,362620,10,64
01-03-2025,Telangana,Karimnagar,505498,22,154
01-03-2025,Andhra Pradesh,Prakasam,523109,22,269
01-03-2025,Haryana,Rohtak,124111,26,135
01-03-2025,Jammu and Kashmir,Rajouri,185155,16,91
01-03-2025,Chandigarh,Chandigarh,160103,12,78
01-03-2025,Karnataka,Shivamogga,577418,17,77
01-03-2025,Gujarat,Ahmedabad,382465,17,78
01-03-2025,Chhattisgarh,Kondagaon,494331,17,178
01-03-2025,Andhra Pradesh,Ananthapur,515871,41,155
01-03-2025,West Bengal,Paschim Bardhaman,713213,10,201
01-03-2025,Odisha,Ganjam,761151,12,152
01-03-2025,Karnataka,Udupi,576283,31,80
01-03-2025,Tamil Nadu,Kanyakumari,629502,10,45
01-03-2025,Andhra Pradesh,Rangareddi,500079,26,122
01-03-2025,Uttar Pradesh,Kanpur Dehat,209202,21,301
01-03-2025,Tamil Nadu,Tirunelveli,627861,93,208
01-03-2025,Gujarat,Devbhumi Dwarka,360510,12,159
01-03-2025,Tamil Nadu,Thiruvarur,613701,10,194
01-03-2025,Assam,Kamrup Metro,781016,11,126
01-03-2025,Telangana,Nalgonda,508105,29,78
01-03-2025,Madhya Pradesh,Shajapur,465440,25,127
01-03-2025,Gujarat,Devbhumi Dwarka,361310,13,173
01-03-2025,Arunachal Pradesh,Tawang,790106,14,64
01-03-2025,Tamil Nadu,Cuddalore,607302,28,629
01-03-2025,West Bengal,Malda,732123,186,2129
01-03-2025,Bihar,East Champaran,845457,51,873
01-03-2025,Maharashtra,Parbhani,431508,23,302
01-03-2025,Rajasthan,Udaipur,313701,226,2492
01-03-2025,Rajasthan,Jaipur,302016,119,1357
01-03-2025,Andhra Pradesh,Guntur,522236,23,353
01-03-2025,Rajasthan,Jodhpur,342025,84,2297
01-03-2025,Bihar,Muzaffarpur,843103,170,1804
01-03-2025,Bihar,Rohtas,802218,81,639
01-03-2025,Odisha,Ganjam,761012,54,422
01-03-2025,Maharashtra,Amravati,444905,39,829
01-03-2025,West Bengal,Birbhum,731124,45,553
01-03-2025,Tamil Nadu,Tiruppur,641602,85,900
01-03-2025,Uttar Pradesh,Gorakhpur,273016,193,1122
01-03-2025,Chhattisgarh,Korba,495677,66,695
01-03-2025,Uttar Pradesh,Lalitpur,284123,32,622
01-03-2025,Uttarakhand,Champawat,262528,27,284
01-03-2025,Bihar,Bhagalpur,813204,152,1367
01-03-2025,Bihar,Darbhanga,847203,182,3147
01-03-2025,Chhattisgarh,Kawardha,491888,13,375
01-03-2025,Andhra Pradesh,East Godavari,533429,32,474
01-03-2025,Maharashtra,Thane,400709,97,1106
01-03-2025,Jharkhand,Dhanbad,828203,35,1200
01-03-2025,Gujarat,Gandhinagar,382855,31,215
01-03-2025,Madhya Pradesh,Dewas,455227,89,2163
01-03-2025,Telangana,K.v. Rangareddy,500055,119,321
01-03-2025,Madhya Pradesh,Dhar,454221,100,1142
01-03-2025,Maharashtra,Jalgaon,425201,61,999
01-03-2025,Odisha,Kalahandi,766029,62,565
01-03-2025,Rajasthan,Kota,325601,81,1280
01-03-2025,Uttar Pradesh,Muzaffarnagar,251002,235,1855
01-03-2025,West Bengal,Puruliya,723151,34,490
01-03-2025,Bihar,Gopalganj,841427,113,1144
01-03-2025,Tamil Nadu,Dindigul,624619,43,470
01-03-2025,West Bengal,Puruliya,723121,79,1298
01-03-2025,Uttar Pradesh,Lucknow,227309,25,678
01-03-2025,Uttar Pradesh,Siddharthnagar,272202,80,1205
01-03-2025,Rajasthan,Nagaur,341316,24,755
01-03-2025,Madhya Pradesh,Rajgarh,465683,158,520
01-03-2025,Punjab,Hoshiarpur,146102,14,119
01-03-2025,Uttar Pradesh,Bara Banki,225201,31,680
01-03-2025,Jharkhand,Ranchi,835225,91,1579
01-03-2025,Bihar,Saran,841418,77,739
01-03-2025,Haryana,Panipat,132102,14,107
01-03-2025,Arunachal Pradesh,Papum Pare,791113,20,190
01-03-2025,Uttar Pradesh,Hardoi,241305,43,541
01-03-2025,Bihar,Madhubani,847305,15,218
01-03-2025,West Bengal,South 24 Parganas,743337,90,1822
01-03-2025,Jharkhand,Ranchi,834009,62,797
01-03-2025,Uttar Pradesh,Ambedkar Nagar,224157,24,258
01-03-2025,Uttar Pradesh,Ambedkar Nagar,224186,59,761
01-03-2025,West Bengal,Hooghly,712101,13,411
01-03-2025,West Bengal,Barddhaman,713512,24,576
01-03-2025,Tamil Nadu,Kancheepuram,603307,10,345
01-03-2025,Uttar Pradesh,Kannauj,209725,43,468
01-03-2025,Karnataka,Gadag,582102,238,357
01-03-2025,Rajasthan,Nagaur,341514,57,1029
01-03-2025,Rajasthan,Barmer,344034,84,1965
01-03-2025,Karnataka,Belgaum,591117,86,200
01-03-2025,Tamil Nadu,Tiruchirappalli,620102,51,556
01-03-2025,Gujarat,Narmada,393155,30,94
01-03-2025,Jammu and Kashmir,Kathua,184104,29,272
01-03-2025,Bihar,Madhubani,847223,124,1764
01-03-2025,Tamil Nadu,Salem,636306,19,551
01-03-2025,Odisha,Khorda,752023,56,278
01-03-2025,Madhya Pradesh,Indore,452020,110,858
01-03-2025,Tamil Nadu,Salem,636109,26,391
01-03-2025,Maharashtra,Beed,431130,47,794
01-03-2025,West Bengal,Kolkata,700078,13,423
01-03-2025,Tamil Nadu,Tiruvannamalai,606753,17,533
01-03-2025,Maharashtra,Thane,421505,42,470
01-03-2025,Gujarat,Porbandar,360579,67,472
01-03-2025,Uttarakhand,Dehradun,248125,22,267
01-03-2025,Rajasthan,Jodhpur,342003,31,316
01-03-2025,Telangana,Nalgonda,508376,17,52
01-03-2025,Gujarat,Banaskantha,385540,47,265
01-03-2025,Gujarat,Ahmedabad,382425,32,290
01-03-2025,Uttar Pradesh,Ballia,277401,47,505
01-03-2025,Telangana,Nirmal,504103,109,380
01-03-2025,Kerala,Kasaragod,671310,20,239
01-03-2025,Andhra Pradesh,Srikakulam,532456,59,198
01-03-2025,Tripura,Unakoti,799280,19,80
01-03-2025,Bihar,Siwan,841287,28,295
01-03-2025,Karnataka,Bengaluru,560039,49,164
01-03-2025,Maharashtra,Mumbai,400097,28,675
01-03-2025,Odisha,Balangir,767040,40,455
01-03-2025,Karnataka,Mysuru,570016,39,235
01-03-2025,Rajasthan,Kota,326520,15,570
01-03-2025,Bihar,Saran,841410,69,861
01-03-2025,Tamil Nadu,Tiruvannamalai,606905,13,286
01-03-2025,Bihar,Gopalganj,841243,17,145
01-03-2025,Odisha,Kandhamal,762001,20,303
01-03-2025,West Bengal,Hooghly,712406,43,664
01-03-2025,Maharashtra,Mumbai City,400016,30,288
01-03-2025,Madhya Pradesh,Bhind,477445,87,806
01-03-2025,Maharashtra,Aurangabad,431136,70,469
01-03-2025,Rajasthan,Jaipur,303702,50,412
01-03-2025,Gujarat,Surendra Nagar,363427,31,272
01-03-2025,West Bengal,Purba Medinipur,721450,15,117
01-03-2025,Himachal Pradesh,Bilaspur,174029,15,181
01-03-2025,Madhya Pradesh,Shajapur,465220,39,277
01-03-2025,Andhra Pradesh,East Godavari,533407,18,345
01-03-2025,Gujarat,Surat,394350,32,152
01-03-2025,Uttar Pradesh,Allahabad,211006,29,370
01-03-2025,Telangana,Nalgonda,508126,38,83
01-03-2025,Uttarakhand,Pithoragarh,262521,16,122
01-03-2025,Kerala,Thiruvananthapuram,695026,17,190
01-03-2025,Punjab,Hoshiarpur,144105,10,248
01-03-2025,Andhra Pradesh,Annamayya,517297,18,105
01-03-2025,Tamil Nadu,Dindigul,624710,28,461
01-03-2025,Jammu and Kashmir,Jammu,181122,12,243
01-03-2025,Gujarat,Junagadh,362215,16,87
01-03-2025,Tamil Nadu,Cuddalore,606103,15,413
01-03-2025,Telangana,Narayanpet,509130,22,120
01-03-2025,Kerala,Thrissur,680301,10,107
01-03-2025,Tamil Nadu,Tenkasi,627859,11,48
01-03-2025,Andhra Pradesh,Hyderabad,500003,22,209
01-03-2025,Bihar,Bhojpur,802210,27,275
01-03-2025,Gujarat,Mahesana,384212,27,151
01-03-2025,Karnataka,Belagavi,591311,54,159
01-03-2025,Karnataka,Uttara Kannada,581187,20,29
01-03-2025,Tamil Nadu,Dindigul,624004,20,136
01-03-2025,Telangana,Warangal,506142,19,31
01-03-2025,Himachal Pradesh,Kangra,176102,10,72
01-03-2025,West Bengal,Paschim Medinipur,721467,24,208
01-03-2025,West Bengal,Jhargram,721505,18,65
01-03-2025,Kerala,Kannur,670511,13,100
01-03-2025,Chandigarh,Chandigarh,160003,31,149
01-03-2025,Karnataka,Belgaum,591147,30,36
01-03-2025,Gujarat,Surat,395004,600,4490
01-03-2025,Delhi,North East Delhi,110094,1013,7227
01-03-2025,Gujarat,Ahmedabad,382430,86,695
